Vardas         Pavarde         ND1  ND2  ND3  ND4  ND5  ND6  ND7  ND8  ND9  ND10    Egz.
Vardas397      Pavarde397      6    8    10   3    5    10   9    3    5    10      6
Vardas398      Pavarde398      10   9    6    7    2    8    9    3    9    2       2
Vardas399      Pavarde399      10   7    2    9    5    4    10   7    2    9       6
Vardas400      Pavarde400      5    3    10   4    5    3    5    9    5    9       2
Vardas401      Pavarde401      2    5    10   5    6    3    4    4    7    2      10
Vardas402      Pavarde402      8    3    3    2    9    5    2    4    7    5       2
Vardas403      Pavarde403      10   3    4    10   9    7    3    5    2    10      3
Vardas404      Pavarde404      4    4    10   9    8    10   3    7    9    9       5
Vardas405      Pavarde405      3    10   7    6    7    8    10   6    9    2       6
Vardas406      Pavarde406      8    4    2    7    3    4    7    10   6    6       5
Vardas407      Pavarde407      7    6    4    2    3    2    7    5    5    8       4
Vardas408      Pavarde408      4    4    7    6    4    8    7    8    7    2       6
Vardas409      Pavarde409      10   6    8    7    10   10   8    6    10   7       2
Vardas410      Pavarde410      6    8    5    10   8    2    8    9    3    10      2
Vardas411      Pavarde411      10   6    3    5    6    5    5    7    2    6       2
Vardas412      Pavarde412      4    10   2    4    7    3    10   7    7    9       5
Vardas413      Pavarde413      4    3    4    10   4    2    3    7    5    3      10
Vardas414      Pavarde414      10   5    9    6    7    3    9    4    5    8       6
Vardas415      Pavarde415      2    7    4    5    7    2    10   5    3    10      3
Vardas416      Pavarde416      9    6    10   2    7    3    8    7    8    10      9
Vardas417      Pavarde417      9    6    6    3    10   4    6    4    10   10      2
Vardas418      Pavarde418      3    3    5    3    9    2    10   2    8    5       4
Vardas419      Pavarde419      9    5    7    4    10   5    10   2    2    8       6
Vardas420      Pavarde420      8    10   2    9    3    8    6    7    8    2       6
Vardas421      Pavarde421      8    5    6    2    2    3    4    6    9    5       4
Vardas422      Pavarde422      7    4    7    7    8    7    7    9    4    3       6
Vardas423      Pavarde423      4    9    5    8    7    4    6    8    5    7       9
Vardas424      Pavarde424      5    7    10   8    2    6    4    2    5    7       4
Vardas425      Pavarde425      8    6    7    3    8    7    10   6    3    3       6
Vardas426      Pavarde426      9    5    2    5    7    5    9    8    2    5       5
Vardas427      Pavarde427      7    4    6    9    9    3    3    4    8    10      7
Vardas428      Pavarde428      3    2    2    5    2    5    7    2    6    4       9
Vardas429      Pavarde429      10   7    4    8    4    5    8    7    7    9       5
Vardas430      Pavarde430      3    8    9    4    7    9    4    8    6    5       9
Vardas431      Pavarde431      3    4    9    10   7    6    6    6    4    5      10
Vardas432      Pavarde432      9    2    7    6    6    4    9    10   10   3      10
Vardas433      Pavarde433      8    5    10   7    5    4    9    10   3    4       2
Vardas434      Pavarde434      7    4    9    4    8    9    6    7    6    4       4
Vardas435      Pavarde435      6    6    6    6    6    9    3    4    5    9       3
Vardas436      Pavarde436      3    9    5    3    3    2    4    9    4    10      4
Vardas437      Pavarde437      4    9    5    7    2    10   8    6    6    3       9
Vardas438      Pavarde438      8    8    7    7    9    10   2    7    8    3       4
Vardas439      Pavarde439      4    5    9    10   5    5    6    4    9    6       8
Vardas440      Pavarde440      2    10   4    5    10   6    6    6    3    8       7
Vardas441      Pavarde441      5    4    7    8    2    9    9    6    4    9       9
Vardas442      Pavarde442      10   10   9    6    10   10   3    7    10   9      10
Vardas443      Pavarde443      10   5    7    4    5    3    10   3    6    4       8
Vardas444      Pavarde444      10   5    10   10   3    8    4    9    2    6       8
Vardas445      Pavarde445      10   3    2    9    10   4    4    8    5    3       8
Vardas446      Pavarde446      4    7    6    10   3    3    7    7    2    3      10
Vardas447      Pavarde447      8    8    7    3    6    4    6    2    4    8       6
Vardas448      Pavarde448      9    3    8    4    4    2    8    4    8    2       5
Vardas449      Pavarde449      8    3    8    2    8    4    7    4    9    4       7
Vardas450      Pavarde450      8    7    4    4    3    2    7    8    9    9      10
Vardas451      Pavarde451      5    9    9    8    6    9    6    5    8    9       5
Vardas452      Pavarde452      3    4    7    2    5    5    10   9    9    6       8
Vardas453      Pavarde453      9    7    10   5    7    10   5    6    6    7       2
Vardas454      Pavarde454      2    5    10   6    6    3    8    5    10   4       2
Vardas455      Pavarde455      7    6    9    3    3    10   2    4    6    4       6
Vardas456      Pavarde456      3    10   9    8    6    2    10   5    10   6       8
Vardas457      Pavarde457      6    8    4    4    8    2    4    4    2    8       3
Vardas458      Pavarde458      10   7    5    8    6    8    8    3    7    3       9
Vardas459      Pavarde459      5    8    10   2    5    9    4    9    10   10      2
Vardas460      Pavarde460      9    2    3    2    4    2    4    4    9    2       6
Vardas461      Pavarde461      6    4    9    9    7    3    3    7    3    6       9
Vardas462      Pavarde462      4    4    8    6    2    4    9    10   4    2       8
Vardas463      Pavarde463      3    9    3    4    2    6    4    2    8    9       6
Vardas464      Pavarde464      2    6    5    10   8    3    10   6    9    6       2
Vardas465      Pavarde465      3    10   6    3    8    3    7    8    2    6       9
Vardas466      Pavarde466      4    5    9    10   6    9    8    8    9    7       6
Vardas467      Pavarde467      3    4    8    9    4    5    4    2    6    2       6
Vardas468      Pavarde468      6    10   9    10   6    7    5    2    8    2       2
Vardas469      Pavarde469      3    4    5    10   10   7    8    7    6    6       7
Vardas470      Pavarde470      3    2    2    7    9    9    5    6    10   10      5
Vardas471      Pavarde471      10   4    6    6    10   2    6    6    3    2       9
Vardas472      Pavarde472      8    3    8    3    3    6    9    4    2    2       3
Vardas473      Pavarde473      9    9    7    9    2    8    2    5    8    2       2
Vardas474      Pavarde474      5    4    8    8    9    7    4    10   4    8      10
Vardas475      Pavarde475      8    4    2    3    3    9    5    3    5    6       3
Vardas476      Pavarde476      7    3    9    5    3    7    2    4    8    6       3
Vardas477      Pavarde477      3    5    10   4    5    9    2    3    5    4       9
Vardas478      Pavarde478      7    9    10   10   5    9    2    3    2    2       9
Vardas479      Pavarde479      2    6    2    4    7    8    4    8    9    6       7
Vardas480      Pavarde480      3    6    8    6    10   3    4    9    8    9       3
Vardas481      Pavarde481      7    2    7    10   9    7    9    2    6    3      10
Vardas482      Pavarde482      2    7    9    3    10   7    3    7    3    9       8
Vardas483      Pavarde483      9    2    9    9    6    2    10   2    5    8       4
Vardas484      Pavarde484      4    5    7    3    6    5    9    9    9    5       4
Vardas485      Pavarde485      4    2    8    7    10   10   2    9    8    9       8
Vardas486      Pavarde486      2    3    7    2    8    8    8    5    2    2       7
Vardas487      Pavarde487      3    2    3    4    9    10   4    7    9    4       6
Vardas488      Pavarde488      10   4    9    10   9    3    3    3    4    6       4
Vardas489      Pavarde489      6    9    10   8    9    2    2    2    3    9      10
Vardas490      Pavarde490      4    2    4    4    9    2    10   5    7    8       8
Vardas491      Pavarde491      3    7    9    7    10   3    9    4    4    6       5
Vardas492      Pavarde492      3    4    8    2    9    6    10   2    8    3       2
Vardas493      Pavarde493      7    4    6    4    4    7    8    7    2    3       7
Vardas494      Pavarde494      4    8    7    4    7    4    3    3    10   7       6
Vardas495      Pavarde495      6    7    3    5    10   7    6    7    4    2       4
Vardas496      Pavarde496      10   4    2    10   2    8    8    3    3    10     10
Vardas497      Pavarde497      4    3    2    3    4    5    10   2    5    4       8
Vardas498      Pavarde498      5    10   6    9    9    7    10   5    10   9       6
Vardas499      Pavarde499      8    2    8    10   7    3    6    10   10   3       6
Vardas500      Pavarde500      8    10   5    2    2    10   5    9    5    9      10
Vardas501      Pavarde501      3    2    7    8    2    7    3    6    5    7       6
Vardas502      Pavarde502      10   2    7    10   7    7    6    5    4    3       4
Vardas503      Pavarde503      3    9    6    7    8    3    3    2    3    6       2
Vardas504      Pavarde504      7    7    3    2    6    2    9    4    7    3       6
Vardas505      Pavarde505      5    9    4    8    10   7    2    8    2    2       4
Vardas506      Pavarde506      7    5    4    7    6    4    4    7    2    3       4
Vardas507      Pavarde507      10   2    2    9    7    2    3    9    10   5       4
Vardas508      Pavarde508      10   10   5    6    6    7    6    6    2    2       3
Vardas509      Pavarde509      7    10   8    4    6    7    6    5    2    6       8
Vardas510      Pavarde510      4    7    2    8    8    8    10   2    4    5       4
Vardas511      Pavarde511      2    8    3    4    8    9    5    4    7    7       8
Vardas512      Pavarde512      10   3    2    6    9    3    9    7    7    2       2
Vardas513      Pavarde513      3    7    4    2    10   10   7    5    8    9       9
Vardas514      Pavarde514      2    3    6    10   2    5    7    9    6    10      5
Vardas515      Pavarde515      6    5    6    7    9    4    2    2    8    6      10
Vardas516      Pavarde516      3    5    6    9    9    6    8    8    4    10     10
Vardas517      Pavarde517      3    3    7    6    7    5    3    7    6    7       3
